date,confirmed,deaths,recovered,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Deaths Weekly(Ave7)/1M pop,Deaths /1M pop (Ave7),Td7,R0,K,CFR
2020-1-22,1,0,0,,,,,,,,0.0,,,,
2020-1-23,1,0,0,,0.0,,,0.0,,,0.0,,,,
2020-1-24,2,0,0,,1.0,,,0.0,,,0.0,,,,
2020-1-25,2,0,0,,0.0,,,0.0,,,0.0,,,,
2020-1-26,5,0,0,,3.0,,,0.0,,,0.0,,,,
2020-1-27,5,0,0,,0.0,,,0.0,,,0.0,,,,
2020-1-28,5,0,0,,0.0,,,0.0,,,0.0,,,,
2020-1-29,5,0,0,3.0,0.0,,0.0,0.0,,0.0,0.0,,,,0.0
2020-1-30,5,0,0,3.571428571428571,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,,,,0.0
2020-1-31,7,0,0,4.142857142857142,2.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,,,,0.0
2020-2-1,8,0,0,4.857142857142857,1.0,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,,,,0.0
2020-2-2,8,0,0,5.7142857142857135,0.0,0.857142857142857,0.0,0.0,0.0,0.0,0.0,,,,0.0
2020-2-3,11,0,0,6.142857142857142,3.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,,,,0.0
2020-2-4,11,0,0,6.999999999999998,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,,,,0.0
2020-2-5,11,0,0,7.857142857142856,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,5.726475293708763,2.333333333333333,0.5714285714285714,0.0
2020-2-6,11,0,0,8.714285714285714,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,6.153827090507421,2.1999999999999997,0.5454545454545454,0.0
2020-2-7,11,0,0,9.571428571428571,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,6.5252469019283295,2.103448275862069,0.5245901639344263,0.0
2020-2-8,11,0,0,10.142857142857142,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,7.152883228281293,1.9705882352941178,0.4925373134328358,0.0
2020-2-9,11,0,3,10.571428571428571,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,8.45595449227073,1.7750000000000004,0.43661971830985924,0.0
2020-2-10,11,0,3,11.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,8.937821493236427,1.7209302325581397,0.41891891891891897,0.0
2020-2-11,12,0,3,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.734933538825667,1.5714285714285718,0.36363636363636376,0.0
2020-2-12,12,0,3,11.142857142857142,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,14.420299019743013,1.4000000000000001,0.2857142857142858,0.0
2020-2-13,13,0,3,11.285714285714285,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,19.73694145965218,1.278688524590164,0.21794871794871795,0.0
2020-2-14,13,0,3,11.571428571428571,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,29.449931108894084,1.1791044776119401,0.1518987341772151,0.0
2020-2-15,13,0,3,11.857142857142858,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,36.82216637403488,1.1408450704225352,0.12345679012345678,0.0
2020-2-16,13,0,3,12.142857142857144,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,42.27408852096495,1.1216216216216217,0.10843373493975905,0.0
2020-2-17,13,0,3,12.428571428571429,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,49.08684601385758,1.103896103896104,0.09411764705882364,0.0
2020-2-18,13,0,3,12.714285714285715,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,39.737289929241406,1.12987012987013,0.11494252873563215,0.0
2020-2-19,13,0,3,12.857142857142858,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,36.77799307120256,1.1410256410256412,0.12359550561797761,0.0
2020-2-20,13,0,3,13.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,37.21971926633955,1.139240506329114,0.12222222222222234,0.0
2020-2-21,15,0,5,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.68040201789454,1.123456790123457,0.10989010989010994,0.0
2020-2-22,15,0,5,13.285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,52.72862782970643,1.0963855421686746,0.08791208791208782,0.0
2020-2-23,15,0,5,13.57142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,53.94247229216399,1.0941176470588234,0.0860215053763439,0.0
2020-2-24,15,0,5,13.857142857142856,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,55.15627990969509,1.0919540229885056,0.08421052631578929,0.0
2020-2-25,15,0,6,14.14285714285714,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,56.3700530642512,1.089887640449438,0.08247422680412353,0.0
2020-2-26,15,0,6,14.428571428571427,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,50.90778628139209,1.0999999999999999,0.09090909090909072,0.0
2020-2-27,16,0,6,14.714285714285712,1.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,46.537341704463365,1.1098901098901097,0.09900990099009888,0.0
2020-2-28,16,0,7,15.142857142857142,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,39.17050589724718,1.1318681318681316,0.11650485436893188,0.0
2020-2-29,24,1,7,15.285714285714285,8.0,0.14285714285714285,0.0,1.0,0.0,0.0,0.003021562136323837,37.08380511988149,1.1397849462365592,0.12264150943396235,0.0
2020-3-1,30,1,7,16.57142857142857,6.0,1.2857142857142856,0.14285714285714285,0.0,0.14285714285714285,0.003021562136323837,0.003021562136323837,40.789836191027966,1.1263157894736844,0.1121495327102805,0.008620689655172414
2020-3-2,53,6,7,18.714285714285715,23.0,2.142857142857143,0.2857142857142857,5.0,0.14285714285714285,0.003021562136323837,0.018129372817943024,27.124617742412497,1.1958762886597938,0.1637931034482758,0.015267175572519082
2020-3-3,73,7,7,24.142857142857146,20.0,5.428571428571429,1.1428571428571428,1.0,0.857142857142857,0.018129372817943024,0.02115093495426686,17.3238861761885,1.3232323232323235,0.24427480916030553,0.04733727810650887
2020-3-4,104,11,7,32.42857142857143,31.0,8.285714285714285,2.142857142857143,4.0,0.9999999999999998,0.02115093495426686,0.03323718349956221,9.425477384239334,1.6732673267326736,0.4023668639053256,0.06607929515418502
2020-3-5,174,12,7,45.14285714285714,70.0,12.714285714285712,3.7142857142857144,1.0,1.5714285714285712,0.03323718349956221,0.03625874563588605,6.140092561841636,2.203883495145631,0.5462555066079295,0.08227848101265824
2020-3-6,222,14,7,67.71428571428571,48.0,22.57142857142857,5.428571428571429,2.0,1.714285714285714,0.03625874563588605,0.04230186990853372,4.442018133439338,2.981132075471699,0.6645569620253164,0.08016877637130802
2020-3-7,337,17,7,97.14285714285712,115.0,29.428571428571427,7.428571428571429,3.0,1.9999999999999996,0.03928030777220988,0.05136655631750523,3.2599438284944084,4.429906542056075,0.7742616033755274,0.07647058823529414
2020-3-8,451,21,7,141.85714285714283,114.0,44.71428571428571,9.714285714285714,4.0,2.285714285714285,0.04834499418118139,0.06345280486280058,2.7435810637425937,5.86206896551724,0.8294117647058823,0.06847935548841894
2020-3-9,519,22,7,202.0,68.0,60.14285714285714,12.571428571428571,1.0,2.8571428571428568,0.04532343204485756,0.06647436699912442,2.3954334229313754,7.580152671755723,0.8680765357502518,0.06223479490806223
