date,confirmed,deaths,recovered,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Death rate 2Weeks,Deaths Weekly(Ave7)/1M pop,Deaths /1M pop (Ave7),Td7,R0,K,CFR
2020-1-22,1,0,0,,,,,,,,,0.0,,,,
2020-1-23,1,0,0,,0.0,,,0.0,,,,0.0,,,,
2020-1-24,2,0,0,,1.0,,,0.0,,,,0.0,,,,
2020-1-25,2,0,0,,0.0,,,0.0,,,,0.0,,,,
2020-1-26,5,0,0,,3.0,,,0.0,,,,0.0,,,,
2020-1-27,5,0,0,,0.0,,,0.0,,,,0.0,,,,
2020-1-28,5,0,0,,0.0,,,0.0,,,,0.0,,,,
2020-1-29,5,0,0,3.0,0.0,,0.0,0.0,,,0.0,0.0,,,,0.0
2020-1-30,5,0,0,3.571428571428571,0.0,0.5714285714285714,0.0,0.0,0.0,,0.0,0.0,,,,0.0
2020-1-31,7,0,0,4.142857142857142,2.0,0.5714285714285714,0.0,0.0,0.0,,0.0,0.0,,,,0.0
2020-2-1,8,0,0,4.857142857142857,1.0,0.7142857142857142,0.0,0.0,0.0,,0.0,0.0,,,,0.0
2020-2-2,8,0,0,5.7142857142857135,0.0,0.857142857142857,0.0,0.0,0.0,,0.0,0.0,,,,0.0
2020-2-3,11,0,0,6.142857142857142,3.0,0.42857142857142855,0.0,0.0,0.0,,0.0,0.0,,,,0.0
2020-2-4,11,0,0,6.999999999999998,0.0,0.8571428571428571,0.0,0.0,0.0,,0.0,0.0,,,,0.0
2020-2-5,11,0,0,7.857142857142856,0.0,0.8571428571428571,0.0,0.0,0.0,,0.0,0.0,5.726475293708763,1.8316418628294768,0.5714285714285714,0.0
2020-2-6,11,0,0,8.714285714285714,0.0,0.8571428571428571,0.0,0.0,0.0,,0.0,0.0,6.153827090507421,1.7562552243803233,0.5454545454545454,0.0
2020-2-7,11,0,0,9.571428571428571,0.0,0.8571428571428571,0.0,0.0,0.0,,0.0,0.0,6.5252469019283295,1.7008483691790128,0.5245901639344263,0.0
2020-2-8,11,0,0,10.142857142857142,0.0,0.5714285714285714,0.0,0.0,0.0,,0.0,0.0,7.152883228281293,1.6234003400929329,0.4925373134328358,0.0
2020-2-9,11,0,3,10.571428571428571,0.0,0.42857142857142855,0.0,0.0,0.0,,0.0,0.0,8.45595449227073,1.5066029959353402,0.43661971830985924,0.0
2020-2-10,11,0,3,11.0,0.0,0.42857142857142855,0.0,0.0,0.0,,0.0,0.0,8.937821493236427,1.4736770885417765,0.41891891891891897,0.0
2020-2-11,12,0,3,11.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.734933538825667,1.3810533663680282,0.36363636363636376,0.0
2020-2-12,12,0,3,11.142857142857142,0.0,0.14285714285714285,0.0,0.0,0.0,,0.0,0.0,14.420299019743013,1.271678030081504,0.2857142857142858,0.0
2020-2-13,13,0,3,11.285714285714285,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,19.73694145965218,1.1919568898993718,0.21794871794871795,0.0
2020-2-14,13,0,3,11.571428571428571,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,29.449931108894084,1.1248866886009288,0.1518987341772151,0.0
2020-2-15,13,0,3,11.857142857142858,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,36.82216637403488,1.0986925836560586,0.12345679012345678,0.0
2020-2-16,13,0,3,12.142857142857144,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,42.27408852096495,1.0854368258327713,0.10843373493975905,0.0
2020-2-17,13,0,3,12.428571428571429,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,49.08684601385758,1.0731563517275682,0.09411764705882364,0.0
2020-2-18,13,0,3,12.714285714285715,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,39.737289929241406,1.0911325701721488,0.11494252873563215,0.0
2020-2-19,13,0,3,12.857142857142858,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,36.77799307120256,1.0988167942722862,0.12359550561797761,0.0
2020-2-20,13,0,3,13.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,37.21971926633955,1.097588591822813,0.12222222222222234,0.0
2020-2-21,15,0,5,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.68040201789454,1.0867050751516265,0.10989010989010994,0.0
2020-2-22,15,0,5,13.285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,52.72862782970643,1.0679359691915313,0.08791208791208782,0.0
2020-2-23,15,0,5,13.57142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,53.94247229216399,1.0663576120728728,0.0860215053763439,0.0
2020-2-24,15,0,5,13.857142857142856,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,55.15627990969509,1.0648509516006175,0.08421052631578929,0.0
2020-2-25,15,0,6,14.14285714285714,0.0,0.2857142857142857,0.0,0.0,0.0,,0.0,0.0,56.3700530642512,1.0634112096986954,0.08247422680412353,0.0
2020-2-26,15,0,6,14.428571428571427,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,50.90778628139209,1.0704495493937793,0.09090909090909072,0.0
2020-2-27,16,0,6,14.714285714285712,1.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,46.537341704463365,1.0773153401218771,0.09900990099009888,0.0
2020-2-28,16,0,7,15.142857142857142,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,39.17050589724718,1.0925104369599759,0.11650485436893188,0.0
2020-2-29,24,1,7,15.285714285714285,8.0,0.14285714285714285,0.0,1.0,0.0,0.0,0.0,0.003018906475394388,37.08380511988149,1.0979632338005074,0.12264150943396235,0.0
2020-3-1,30,1,7,16.57142857142857,6.0,1.2857142857142856,0.14285714285714285,0.0,0.14285714285714285,0.0,0.003018906475394388,0.003018906475394388,40.789836191027966,1.0886796954633804,0.1121495327102805,0.008620689655172414
2020-3-2,53,6,7,18.714285714285715,23.0,2.142857142857143,0.2857142857142857,5.0,0.14285714285714285,0.5,0.003018906475394388,0.018113438852366326,27.124617742412497,1.1362926097596837,0.1637931034482758,0.015267175572519082
2020-3-3,73,7,7,24.142857142857146,20.0,5.428571428571429,1.1428571428571428,1.0,0.857142857142857,0.5,0.018113438852366326,0.021132345327760715,17.3238861761885,1.2214703498997608,0.24427480916030553,0.04733727810650887
2020-3-4,104,11,7,32.42857142857143,31.0,8.285714285714285,2.142857142857143,4.0,0.9999999999999998,5.999999999999999,0.021132345327760715,0.033207971229338266,9.425477384239334,1.4444067922989048,0.4023668639053256,0.06607929515418502
2020-3-5,174,12,7,45.14285714285714,70.0,12.714285714285712,3.7142857142857144,1.0,1.5714285714285712,6.999999999999999,0.033207971229338266,0.03622687770473265,6.140092561841636,1.7584690847704605,0.5462555066079295,0.08227848101265824
2020-3-6,222,14,7,67.71428571428571,48.0,22.57142857142857,5.428571428571429,2.0,1.714285714285714,,0.03622687770473265,0.04226469065552143,4.442018133439338,2.1819446357247942,0.6645569620253164,0.08016877637130802
2020-3-7,337,17,7,97.14285714285712,115.0,29.428571428571427,7.428571428571429,3.0,1.9999999999999996,5.999999999999999,0.039245784180127044,0.05132141008170459,3.2599438284944084,2.8954122190279117,0.7742616033755274,0.07647058823529414
