date,npatients,ndeaths,Cases Total(Ave7),Cases Day,Cases Day(Ave7),Cases /100000Pop.,Deaths Total(Ave7),Deaths Day,Deaths Day(Ave7),Deaths /100000Pop.,Td7,Rt,CFR(%)
2020-03-18,1,0.00,,,,,,,,,,,
2020-03-19,1,0.00,,0.00,,,,0.00,,,,,
2020-03-20,1,0.00,,0.00,,,,0.00,,,,,
2020-03-21,1,0.00,,0.00,,,,0.00,,,,,
2020-03-22,1,0.00,,0.00,,,,0.00,,,,,
2020-03-23,1,0.00,,0.00,,,,0.00,,,,,
2020-03-24,1,0.00,,0.00,,,,0.00,,,,,
2020-03-25,1,0.00,1.00,0.00,,,0.00,0.00,,,,,0.00
2020-03-26,2,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00
2020-03-27,2,0.00,1.14,0.00,0.14,0.01,0.00,0.00,0.00,0.00,,,0.00
2020-03-28,2,0.00,1.29,0.00,0.14,0.01,0.00,0.00,0.00,0.00,,,0.00
2020-03-29,2,0.00,1.43,0.00,0.14,0.01,0.00,0.00,0.00,0.00,,,0.00
2020-03-30,6,0.00,1.57,4.00,0.14,0.01,0.00,0.00,0.00,0.00,,,0.00
2020-03-31,7,0.00,2.29,1.00,0.71,0.03,0.00,0.00,0.00,0.00,,,0.00
2020-04-01,7,0.00,3.14,0.00,0.86,0.04,0.00,0.00,0.00,0.00,5.87,,0.00
2020-04-02,12,0.00,4.00,5.00,0.86,0.04,0.00,0.00,0.00,0.00,4.24,,0.00
2020-04-03,13,0.00,5.43,1.00,1.43,0.06,0.00,0.00,0.00,0.00,3.87,3.60,0.00
2020-04-04,20,0.00,7.00,7.00,1.57,0.07,0.00,0.00,0.00,0.00,3.37,5.18,0.00
2020-04-05,23,0.00,9.57,3.00,2.57,0.11,0.00,0.00,0.00,0.00,3.05,5.54,0.00
2020-04-06,26,0.00,12.57,3.00,3.00,0.13,0.00,0.00,0.00,0.00,2.69,7.88,0.00
2020-04-07,27,0.00,15.43,1.00,2.86,0.12,0.00,0.00,0.00,0.00,2.85,2.79,0.00
2020-04-08,34,0.00,18.29,7.00,2.86,0.12,0.00,0.00,0.00,0.00,3.05,2.36,0.00
2020-04-09,36,0.00,22.14,2.00,3.86,0.17,0.00,0.00,0.00,0.00,3.19,2.36,0.00
2020-04-10,37,0.00,25.57,1.00,3.43,0.15,0.00,0.00,0.00,0.00,3.45,2.03,0.00
2020-04-11,46,0.00,29.00,9.00,3.43,0.15,0.00,0.00,0.00,0.00,3.75,1.75,0.00
2020-04-12,52,0.00,32.71,6.00,3.71,0.16,0.00,0.00,0.00,0.00,4.38,1.23,0.00
2020-04-13,54,0.00,36.86,2.00,4.14,0.18,0.00,0.00,0.00,0.00,5.07,1.16,0.00
2020-04-14,64,0.00,40.86,10.00,4.00,0.17,0.00,0.00,0.00,0.00,5.57,1.30,0.00
2020-04-15,65,0.00,46.14,1.00,5.29,0.23,0.00,0.00,0.00,0.00,6.04,1.27,0.00
2020-04-16,75,0.00,50.57,10.00,4.43,0.19,0.00,0.00,0.00,0.00,6.61,1.25,0.00
2020-04-17,79,0.00,56.14,4.00,5.57,0.24,0.00,0.00,0.00,0.00,7.12,1.20,0.00
2020-04-18,83,0.00,62.14,4.00,6.00,0.26,0.00,0.00,0.00,0.00,7.34,1.41,0.00
2020-04-19,83,0.00,67.43,0.00,5.29,0.23,0.00,0.00,0.00,0.00,7.56,1.41,0.00
2020-04-20,84,0.00,71.86,1.00,4.43,0.19,0.00,0.00,0.00,0.00,8.03,1.19,0.00
2020-04-21,84,0.00,76.14,0.00,4.29,0.19,0.00,0.00,0.00,0.00,8.59,1.08,0.00
2020-04-22,84,0.00,79.00,0.00,2.86,0.12,0.00,0.00,0.00,0.00,9.69,0.86,0.00
2020-04-23,84,0.00,81.71,0.00,2.71,0.12,0.00,0.00,0.00,0.00,10.88,0.73,0.00
2020-04-24,84,0.00,83.00,0.00,1.29,0.06,0.00,0.00,0.00,0.00,12.93,0.60,0.00
2020-04-25,85,0.00,83.71,1.00,0.71,0.03,0.00,0.00,0.00,0.00,16.77,0.33,0.00
2020-04-26,85,0.00,84.00,0.00,0.29,0.01,0.00,0.00,0.00,0.00,22.43,0.24,0.00
2020-04-27,86,0.00,84.29,1.00,0.29,0.01,0.00,0.00,0.00,0.00,31.08,0.14,0.00
2020-04-28,87,0.00,84.57,1.00,0.29,0.01,0.00,0.00,0.00,0.00,47.76,0.14,0.00
2020-04-29,88,0.00,85.00,1.00,0.43,0.02,0.00,0.00,0.00,0.00,71.20,0.19,0.00
2020-04-30,88,0.00,85.57,0.00,0.57,0.02,0.00,0.00,0.00,0.00,123.08,0.27,0.00
2020-05-01,88,0.00,86.14,0.00,0.57,0.02,0.00,0.00,0.00,0.00,159.03,0.56,0.00
2020-05-02,88,0.00,86.71,0.00,0.57,0.02,0.00,0.00,0.00,0.00,169.67,0.85,0.00
2020-05-03,88,0.00,87.14,0.00,0.43,0.02,0.00,0.00,0.00,0.00,152.57,1.64,0.00
2020-05-04,88,0.00,87.57,0.00,0.43,0.02,0.00,0.00,0.00,0.00,145.55,1.34,0.00
2020-05-05,88,0.00,87.86,0.00,0.29,0.01,0.00,0.00,0.00,0.00,139.19,1.34,0.00
2020-05-06,88,0.00,88.00,0.00,0.14,0.01,0.00,0.00,0.00,0.00,146.76,0.75,0.00
